candidate_id,job_id,resume_text,job_text,candidate_skills,required_skills,optional_skills,candidate_years,job_min_years,candidate_education,job_min_education,match_label
C0074,J020,"Candidate Candidate_74 has 7 years of experience. Primary skills include python, fastapi, sql, statistics, docker, power bi, streamlit. Education level: high_school.","Role BI Engineer requires at least 5 years experience. Required skills: power bi, aws, communication, git, statistics, project management. Preferred skills: kubernetes, leadership, azure, docker. Minimum education: phd.",python;fastapi;sql;statistics;docker;power bi;streamlit,power bi;aws;communication;git;statistics;project management,kubernetes;leadership;azure;docker,7,5,high_school,phd,0
C0220,J027,"Candidate Candidate_220 has 4 years of experience. Primary skills include statistics, machine learning, fastapi, tableau, project management, spark, streamlit, git, etl. Education level: bachelor.","Role NLP Engineer requires at least 3 years experience. Required skills: fastapi, project management, leadership, nlp, communication, streamlit. Preferred skills: deep learning, power bi. Minimum education: phd.",statistics;machine learning;fastapi;tableau;project management;spark;streamlit;git;etl,fastapi;project management;leadership;nlp;communication;streamlit,deep learning;power bi,4,3,bachelor,phd,0
C0206,J028,"Candidate Candidate_206 has 2 years of experience. Primary skills include leadership, aws, nlp, machine learning, communication, python, fastapi, deep learning, git. Education level: bachelor.","Role AI Product Analyst requires at least 7 years experience. Required skills: aws, python, power bi, tableau, azure. Preferred skills: git, etl. Minimum education: phd.",leadership;aws;nlp;machine learning;communication;python;fastapi;deep learning;git,aws;python;power bi;tableau;azure,git;etl,2,7,bachelor,phd,0
C0156,J015,"Candidate Candidate_156 has 2 years of experience. Primary skills include spark, power bi, kubernetes, statistics, nlp, streamlit. Education level: phd.","Role Analytics Lead requires at least 3 years experience. Required skills: project management, sql, streamlit, fastapi, nlp, statistics. Preferred skills: leadership, communication. Minimum education: phd.",spark;power bi;kubernetes;statistics;nlp;streamlit,project management;sql;streamlit;fastapi;nlp;statistics,leadership;communication,2,3,phd,phd,0
C0015,J018,"Candidate Candidate_15 has 0 years of experience. Primary skills include kubernetes, fastapi, python, deep learning, git, etl, power bi, aws. Education level: high_school.","Role Data Scientist requires at least 6 years experience. Required skills: aws, project management, etl, nlp, docker, python. Preferred skills: deep learning, azure, communication. Minimum education: master.",kubernetes;fastapi;python;deep learning;git;etl;power bi;aws,aws;project management;etl;nlp;docker;python,deep learning;azure;communication,0,6,high_school,master,0
C0076,J001,"Candidate Candidate_76 has 6 years of experience. Primary skills include leadership, deep learning, azure, communication, kubernetes. Education level: master.","Role AI Product Analyst requires at least 6 years experience. Required skills: project management, docker, deep learning, azure, nlp. Preferred skills: leadership, python. Minimum education: phd.",leadership;deep learning;azure;communication;kubernetes,project management;docker;deep learning;azure;nlp,leadership;python,6,6,master,phd,0
C0102,J012,"Candidate Candidate_102 has 3 years of experience. Primary skills include aws, tableau, streamlit, communication. Education level: high_school.","Role BI Engineer requires at least 7 years experience. Required skills: sql, git, tableau, leadership, project management. Preferred skills: fastapi, python, deep learning. Minimum education: bachelor.",aws;tableau;streamlit;communication,sql;git;tableau;leadership;project management,fastapi;python;deep learning,3,7,high_school,bachelor,0
C0015,J008,"Candidate Candidate_15 has 0 years of experience. Primary skills include kubernetes, fastapi, python, deep learning, git, etl, power bi, aws. Education level: high_school.","Role AI Product Analyst requires at least 6 years experience. Required skills: communication, spark, leadership, git. Preferred skills: power bi, nlp. Minimum education: phd.",kubernetes;fastapi;python;deep learning;git;etl;power bi;aws,communication;spark;leadership;git,power bi;nlp,0,6,high_school,phd,0
C0209,J021,"Candidate Candidate_209 has 5 years of experience. Primary skills include deep learning, statistics, spark, etl, communication, leadership. Education level: phd.","Role Data Analyst requires at least 5 years experience. Required skills: tableau, git, azure, leadership. Preferred skills: statistics, fastapi. Minimum education: master.",deep learning;statistics;spark;etl;communication;leadership,tableau;git;azure;leadership,statistics;fastapi,5,5,phd,master,0
C0198,J016,"Candidate Candidate_198 has 4 years of experience. Primary skills include leadership, communication, python, machine learning, fastapi, nlp, deep learning, project management, kubernetes. Education level: phd.","Role BI Engineer requires at least 8 years experience. Required skills: power bi, git, aws, etl. Preferred skills: tableau, streamlit, project management. Minimum education: phd.",leadership;communication;python;machine learning;fastapi;nlp;deep learning;project management;kubernetes,power bi;git;aws;etl,tableau;streamlit;project management,4,8,phd,phd,0
C0188,J004,"Candidate Candidate_188 has 4 years of experience. Primary skills include nlp, etl, git, aws, project management, spark, statistics, streamlit. Education level: bachelor.","Role Analytics Lead requires at least 4 years experience. Required skills: deep learning, project management, nlp. Preferred skills: aws, git, power bi. Minimum education: master.",nlp;etl;git;aws;project management;spark;statistics;streamlit,deep learning;project management;nlp,aws;git;power bi,4,4,bachelor,master,1
C0194,J005,"Candidate Candidate_194 has 1 years of experience. Primary skills include docker, communication, statistics, python. Education level: phd.","Role Data Scientist requires at least 3 years experience. Required skills: machine learning, kubernetes, azure, streamlit, nlp. Preferred skills: tableau, fastapi, project management. Minimum education: phd.",docker;communication;statistics;python,machine learning;kubernetes;azure;streamlit;nlp,tableau;fastapi;project management,1,3,phd,phd,0
C0215,J013,"Candidate Candidate_215 has 3 years of experience. Primary skills include statistics, git, etl, sql, nlp. Education level: phd.","Role Analytics Lead requires at least 2 years experience. Required skills: etl, statistics, sql, git, fastapi. Preferred skills: azure, tableau. Minimum education: master.",statistics;git;etl;sql;nlp,etl;statistics;sql;git;fastapi,azure;tableau,3,2,phd,master,1
C0209,J001,"Candidate Candidate_209 has 5 years of experience. Primary skills include deep learning, statistics, spark, etl, communication, leadership. Education level: phd.","Role AI Product Analyst requires at least 6 years experience. Required skills: project management, docker, deep learning, azure, nlp. Preferred skills: leadership, python. Minimum education: phd.",deep learning;statistics;spark;etl;communication;leadership,project management;docker;deep learning;azure;nlp,leadership;python,5,6,phd,phd,0
C0134,J028,"Candidate Candidate_134 has 5 years of experience. Primary skills include spark, aws, azure, nlp, statistics, kubernetes. Education level: master.","Role AI Product Analyst requires at least 7 years experience. Required skills: aws, python, power bi, tableau, azure. Preferred skills: git, etl. Minimum education: phd.",spark;aws;azure;nlp;statistics;kubernetes,aws;python;power bi;tableau;azure,git;etl,5,7,master,phd,0
C0190,J001,"Candidate Candidate_190 has 1 years of experience. Primary skills include fastapi, docker, tableau, leadership, azure. Education level: master.","Role AI Product Analyst requires at least 6 years experience. Required skills: project management, docker, deep learning, azure, nlp. Preferred skills: leadership, python. Minimum education: phd.",fastapi;docker;tableau;leadership;azure,project management;docker;deep learning;azure;nlp,leadership;python,1,6,master,phd,0
C0048,J015,"Candidate Candidate_48 has 6 years of experience. Primary skills include azure, communication, statistics, tableau, docker. Education level: bachelor.","Role Analytics Lead requires at least 3 years experience. Required skills: project management, sql, streamlit, fastapi, nlp, statistics. Preferred skills: leadership, communication. Minimum education: phd.",azure;communication;statistics;tableau;docker,project management;sql;streamlit;fastapi;nlp;statistics,leadership;communication,6,3,bachelor,phd,0
C0103,J012,"Candidate Candidate_103 has 3 years of experience. Primary skills include tableau, etl, kubernetes, project management, leadership, docker, sql. Education level: high_school.","Role BI Engineer requires at least 7 years experience. Required skills: sql, git, tableau, leadership, project management. Preferred skills: fastapi, python, deep learning. Minimum education: bachelor.",tableau;etl;kubernetes;project management;leadership;docker;sql,sql;git;tableau;leadership;project management,fastapi;python;deep learning,3,7,high_school,bachelor,0
C0138,J007,"Candidate Candidate_138 has 3 years of experience. Primary skills include etl, statistics, deep learning, docker, leadership, python, tableau, kubernetes. Education level: master.","Role ML Engineer requires at least 8 years experience. Required skills: git, python, leadership, tableau, project management, docker. Preferred skills: etl. Minimum education: bachelor.",etl;statistics;deep learning;docker;leadership;python;tableau;kubernetes,git;python;leadership;tableau;project management;docker,etl,3,8,master,bachelor,1
C0018,J004,"Candidate Candidate_18 has 5 years of experience. Primary skills include power bi, leadership, python, deep learning, statistics, communication, spark, etl. Education level: master.","Role Analytics Lead requires at least 4 years experience. Required skills: deep learning, project management, nlp. Preferred skills: aws, git, power bi. Minimum education: master.",power bi;leadership;python;deep learning;statistics;communication;spark;etl,deep learning;project management;nlp,aws;git;power bi,5,4,master,master,0
C0099,J012,"Candidate Candidate_99 has 4 years of experience. Primary skills include python, spark, communication, leadership, tableau. Education level: high_school.","Role BI Engineer requires at least 7 years experience. Required skills: sql, git, tableau, leadership, project management. Preferred skills: fastapi, python, deep learning. Minimum education: bachelor.",python;spark;communication;leadership;tableau,sql;git;tableau;leadership;project management,fastapi;python;deep learning,4,7,high_school,bachelor,0
C0182,J014,"Candidate Candidate_182 has 2 years of experience. Primary skills include power bi, sql, git, machine learning, fastapi, streamlit, kubernetes. Education level: phd.","Role Analytics Lead requires at least 3 years experience. Required skills: fastapi, kubernetes, deep learning, nlp, git, azure. Preferred skills: power bi, statistics. Minimum education: bachelor.",power bi;sql;git;machine learning;fastapi;streamlit;kubernetes,fastapi;kubernetes;deep learning;nlp;git;azure,power bi;statistics,2,3,phd,bachelor,1
C0106,J004,"Candidate Candidate_106 has 5 years of experience. Primary skills include spark, leadership, machine learning, streamlit, statistics, azure, aws, git. Education level: high_school.","Role Analytics Lead requires at least 4 years experience. Required skills: deep learning, project management, nlp. Preferred skills: aws, git, power bi. Minimum education: master.",spark;leadership;machine learning;streamlit;statistics;azure;aws;git,deep learning;project management;nlp,aws;git;power bi,5,4,high_school,master,0
C0078,J026,"Candidate Candidate_78 has 3 years of experience. Primary skills include streamlit, etl, git, azure, machine learning, tableau. Education level: bachelor.","Role BI Engineer requires at least 2 years experience. Required skills: sql, etl, leadership, aws. Preferred skills: tableau, python, git. Minimum education: master.",streamlit;etl;git;azure;machine learning;tableau,sql;etl;leadership;aws,tableau;python;git,3,2,bachelor,master,0
C0075,J005,"Candidate Candidate_75 has 0 years of experience. Primary skills include docker, azure, python, nlp. Education level: bachelor.","Role Data Scientist requires at least 3 years experience. Required skills: machine learning, kubernetes, azure, streamlit, nlp. Preferred skills: tableau, fastapi, project management. Minimum education: phd.",docker;azure;python;nlp,machine learning;kubernetes;azure;streamlit;nlp,tableau;fastapi;project management,0,3,bachelor,phd,0
C0140,J026,"Candidate Candidate_140 has 1 years of experience. Primary skills include leadership, deep learning, streamlit, docker, nlp, azure. Education level: phd.","Role BI Engineer requires at least 2 years experience. Required skills: sql, etl, leadership, aws. Preferred skills: tableau, python, git. Minimum education: master.",leadership;deep learning;streamlit;docker;nlp;azure,sql;etl;leadership;aws,tableau;python;git,1,2,phd,master,0
C0028,J006,"Candidate Candidate_28 has 5 years of experience. Primary skills include communication, docker, machine learning, git, deep learning, python. Education level: high_school.","Role Backend Engineer requires at least 5 years experience. Required skills: git, power bi, sql, python. Preferred skills: streamlit. Minimum education: phd.",communication;docker;machine learning;git;deep learning;python,git;power bi;sql;python,streamlit,5,5,high_school,phd,0
C0125,J026,"Candidate Candidate_125 has 5 years of experience. Primary skills include statistics, spark, nlp, docker, streamlit, tableau. Education level: bachelor.","Role BI Engineer requires at least 2 years experience. Required skills: sql, etl, leadership, aws. Preferred skills: tableau, python, git. Minimum education: master.",statistics;spark;nlp;docker;streamlit;tableau,sql;etl;leadership;aws,tableau;python;git,5,2,bachelor,master,0
C0158,J010,"Candidate Candidate_158 has 5 years of experience. Primary skills include statistics, nlp, fastapi, sql, power bi, leadership, project management, azure, aws. Education level: phd.","Role Data Scientist requires at least 6 years experience. Required skills: deep learning, sql, tableau, etl. Preferred skills: spark, docker, aws, power bi. Minimum education: bachelor.",statistics;nlp;fastapi;sql;power bi;leadership;project management;azure;aws,deep learning;sql;tableau;etl,spark;docker;aws;power bi,5,6,phd,bachelor,0
C0179,J003,"Candidate Candidate_179 has 3 years of experience. Primary skills include streamlit, azure, power bi, leadership, nlp, python, docker. Education level: high_school.","Role Analytics Lead requires at least 3 years experience. Required skills: communication, git, project management. Preferred skills: nlp, fastapi, aws. Minimum education: master.",streamlit;azure;power bi;leadership;nlp;python;docker,communication;git;project management,nlp;fastapi;aws,3,3,high_school,master,0
C0121,J023,"Candidate Candidate_121 has 6 years of experience. Primary skills include nlp, machine learning, leadership, kubernetes, power bi, tableau, statistics, azure, fastapi. Education level: high_school.","Role Backend Engineer requires at least 4 years experience. Required skills: fastapi, kubernetes, nlp, deep learning, docker. Preferred skills: sql, project management. Minimum education: phd.",nlp;machine learning;leadership;kubernetes;power bi;tableau;statistics;azure;fastapi,fastapi;kubernetes;nlp;deep learning;docker,sql;project management,6,4,high_school,phd,0
C0034,J005,"Candidate Candidate_34 has 2 years of experience. Primary skills include project management, machine learning, aws, streamlit. Education level: high_school.","Role Data Scientist requires at least 3 years experience. Required skills: machine learning, kubernetes, azure, streamlit, nlp. Preferred skills: tableau, fastapi, project management. Minimum education: phd.",project management;machine learning;aws;streamlit,machine learning;kubernetes;azure;streamlit;nlp,tableau;fastapi;project management,2,3,high_school,phd,0
C0085,J008,"Candidate Candidate_85 has 2 years of experience. Primary skills include kubernetes, fastapi, python, project management, azure, sql, deep learning, statistics. Education level: phd.","Role AI Product Analyst requires at least 6 years experience. Required skills: communication, spark, leadership, git. Preferred skills: power bi, nlp. Minimum education: phd.",kubernetes;fastapi;python;project management;azure;sql;deep learning;statistics,communication;spark;leadership;git,power bi;nlp,2,6,phd,phd,0
C0033,J017,"Candidate Candidate_33 has 4 years of experience. Primary skills include streamlit, leadership, project management, fastapi. Education level: bachelor.","Role ML Engineer requires at least 4 years experience. Required skills: python, statistics, power bi, deep learning, spark, tableau. Preferred skills: leadership, kubernetes. Minimum education: phd.",streamlit;leadership;project management;fastapi,python;statistics;power bi;deep learning;spark;tableau,leadership;kubernetes,4,4,bachelor,phd,0
C0095,J022,"Candidate Candidate_95 has 3 years of experience. Primary skills include leadership, machine learning, sql, nlp, project management, etl, tableau. Education level: master.","Role Backend Engineer requires at least 8 years experience. Required skills: etl, statistics, nlp, tableau, sql, fastapi. Preferred skills: machine learning, communication, kubernetes. Minimum education: bachelor.",leadership;machine learning;sql;nlp;project management;etl;tableau,etl;statistics;nlp;tableau;sql;fastapi,machine learning;communication;kubernetes,3,8,master,bachelor,0
C0104,J009,"Candidate Candidate_104 has 2 years of experience. Primary skills include power bi, kubernetes, python, machine learning, docker, git, spark. Education level: high_school.","Role Backend Engineer requires at least 5 years experience. Required skills: etl, nlp, statistics, project management, deep learning. Preferred skills: docker, communication. Minimum education: master.",power bi;kubernetes;python;machine learning;docker;git;spark,etl;nlp;statistics;project management;deep learning,docker;communication,2,5,high_school,master,0
C0197,J023,"Candidate Candidate_197 has 2 years of experience. Primary skills include power bi, nlp, streamlit, sql, tableau, communication, spark, docker, statistics. Education level: bachelor.","Role Backend Engineer requires at least 4 years experience. Required skills: fastapi, kubernetes, nlp, deep learning, docker. Preferred skills: sql, project management. Minimum education: phd.",power bi;nlp;streamlit;sql;tableau;communication;spark;docker;statistics,fastapi;kubernetes;nlp;deep learning;docker,sql;project management,2,4,bachelor,phd,0
C0194,J010,"Candidate Candidate_194 has 1 years of experience. Primary skills include docker, communication, statistics, python. Education level: phd.","Role Data Scientist requires at least 6 years experience. Required skills: deep learning, sql, tableau, etl. Preferred skills: spark, docker, aws, power bi. Minimum education: bachelor.",docker;communication;statistics;python,deep learning;sql;tableau;etl,spark;docker;aws;power bi,1,6,phd,bachelor,0
C0129,J024,"Candidate Candidate_129 has 4 years of experience. Primary skills include spark, kubernetes, communication, tableau, azure, leadership, git, docker, sql. Education level: bachelor.","Role NLP Engineer requires at least 3 years experience. Required skills: deep learning, spark, power bi. Preferred skills: leadership, nlp, python. Minimum education: master.",spark;kubernetes;communication;tableau;azure;leadership;git;docker;sql,deep learning;spark;power bi,leadership;nlp;python,4,3,bachelor,master,0
C0102,J020,"Candidate Candidate_102 has 3 years of experience. Primary skills include aws, tableau, streamlit, communication. Education level: high_school.","Role BI Engineer requires at least 5 years experience. Required skills: power bi, aws, communication, git, statistics, project management. Preferred skills: kubernetes, leadership, azure, docker. Minimum education: phd.",aws;tableau;streamlit;communication,power bi;aws;communication;git;statistics;project management,kubernetes;leadership;azure;docker,3,5,high_school,phd,0
C0116,J020,"Candidate Candidate_116 has 5 years of experience. Primary skills include communication, fastapi, leadership, statistics, power bi. Education level: phd.","Role BI Engineer requires at least 5 years experience. Required skills: power bi, aws, communication, git, statistics, project management. Preferred skills: kubernetes, leadership, azure, docker. Minimum education: phd.",communication;fastapi;leadership;statistics;power bi,power bi;aws;communication;git;statistics;project management,kubernetes;leadership;azure;docker,5,5,phd,phd,0
C0122,J016,"Candidate Candidate_122 has 2 years of experience. Primary skills include fastapi, etl, power bi, leadership, sql, tableau. Education level: high_school.","Role BI Engineer requires at least 8 years experience. Required skills: power bi, git, aws, etl. Preferred skills: tableau, streamlit, project management. Minimum education: phd.",fastapi;etl;power bi;leadership;sql;tableau,power bi;git;aws;etl,tableau;streamlit;project management,2,8,high_school,phd,0
C0093,J016,"Candidate Candidate_93 has 2 years of experience. Primary skills include python, streamlit, tableau, leadership. Education level: phd.","Role BI Engineer requires at least 8 years experience. Required skills: power bi, git, aws, etl. Preferred skills: tableau, streamlit, project management. Minimum education: phd.",python;streamlit;tableau;leadership,power bi;git;aws;etl,tableau;streamlit;project management,2,8,phd,phd,0
C0043,J019,"Candidate Candidate_43 has 4 years of experience. Primary skills include spark, fastapi, python, deep learning, machine learning, communication, statistics, leadership. Education level: high_school.","Role NLP Engineer requires at least 6 years experience. Required skills: azure, spark, project management, leadership, sql, statistics. Preferred skills: . Minimum education: phd.",spark;fastapi;python;deep learning;machine learning;communication;statistics;leadership,azure;spark;project management;leadership;sql;statistics,,4,6,high_school,phd,0
C0210,J019,"Candidate Candidate_210 has 12 years of experience. Primary skills include aws, leadership, streamlit, statistics, kubernetes, etl. Education level: high_school.","Role NLP Engineer requires at least 6 years experience. Required skills: azure, spark, project management, leadership, sql, statistics. Preferred skills: . Minimum education: phd.",aws;leadership;streamlit;statistics;kubernetes;etl,azure;spark;project management;leadership;sql;statistics,,12,6,high_school,phd,0
C0159,J007,"Candidate Candidate_159 has 1 years of experience. Primary skills include sql, tableau, streamlit, statistics, deep learning, fastapi, kubernetes, leadership, machine learning. Education level: phd.","Role ML Engineer requires at least 8 years experience. Required skills: git, python, leadership, tableau, project management, docker. Preferred skills: etl. Minimum education: bachelor.",sql;tableau;streamlit;statistics;deep learning;fastapi;kubernetes;leadership;machine learning,git;python;leadership;tableau;project management;docker,etl,1,8,phd,bachelor,0
C0132,J011,"Candidate Candidate_132 has 4 years of experience. Primary skills include statistics, docker, azure, kubernetes, nlp, power bi, sql, communication. Education level: high_school.","Role Backend Engineer requires at least 8 years experience. Required skills: project management, communication, leadership, tableau, fastapi, python. Preferred skills: etl. Minimum education: bachelor.",statistics;docker;azure;kubernetes;nlp;power bi;sql;communication,project management;communication;leadership;tableau;fastapi;python,etl,4,8,high_school,bachelor,0
C0039,J027,"Candidate Candidate_39 has 1 years of experience. Primary skills include tableau, project management, python, git, deep learning, communication, machine learning, nlp. Education level: high_school.","Role NLP Engineer requires at least 3 years experience. Required skills: fastapi, project management, leadership, nlp, communication, streamlit. Preferred skills: deep learning, power bi. Minimum education: phd.",tableau;project management;python;git;deep learning;communication;machine learning;nlp,fastapi;project management;leadership;nlp;communication;streamlit,deep learning;power bi,1,3,high_school,phd,0
C0003,J024,"Candidate Candidate_3 has 5 years of experience. Primary skills include azure, fastapi, spark, docker, communication, tableau, nlp, etl. Education level: high_school.","Role NLP Engineer requires at least 3 years experience. Required skills: deep learning, spark, power bi. Preferred skills: leadership, nlp, python. Minimum education: master.",azure;fastapi;spark;docker;communication;tableau;nlp;etl,deep learning;spark;power bi,leadership;nlp;python,5,3,high_school,master,0
C0046,J004,"Candidate Candidate_46 has 2 years of experience. Primary skills include nlp, docker, aws, fastapi, spark, python, machine learning, statistics. Education level: master.","Role Analytics Lead requires at least 4 years experience. Required skills: deep learning, project management, nlp. Preferred skills: aws, git, power bi. Minimum education: master.",nlp;docker;aws;fastapi;spark;python;machine learning;statistics,deep learning;project management;nlp,aws;git;power bi,2,4,master,master,0
C0192,J024,"Candidate Candidate_192 has 6 years of experience. Primary skills include nlp, kubernetes, sql, leadership, statistics, streamlit, fastapi, project management. Education level: high_school.","Role NLP Engineer requires at least 3 years experience. Required skills: deep learning, spark, power bi. Preferred skills: leadership, nlp, python. Minimum education: master.",nlp;kubernetes;sql;leadership;statistics;streamlit;fastapi;project management,deep learning;spark;power bi,leadership;nlp;python,6,3,high_school,master,0
C0086,J012,"Candidate Candidate_86 has 3 years of experience. Primary skills include fastapi, docker, leadership, git, communication, etl, python. Education level: high_school.","Role BI Engineer requires at least 7 years experience. Required skills: sql, git, tableau, leadership, project management. Preferred skills: fastapi, python, deep learning. Minimum education: bachelor.",fastapi;docker;leadership;git;communication;etl;python,sql;git;tableau;leadership;project management,fastapi;python;deep learning,3,7,high_school,bachelor,0
C0034,J010,"Candidate Candidate_34 has 2 years of experience. Primary skills include project management, machine learning, aws, streamlit. Education level: high_school.","Role Data Scientist requires at least 6 years experience. Required skills: deep learning, sql, tableau, etl. Preferred skills: spark, docker, aws, power bi. Minimum education: bachelor.",project management;machine learning;aws;streamlit,deep learning;sql;tableau;etl,spark;docker;aws;power bi,2,6,high_school,bachelor,0
C0099,J026,"Candidate Candidate_99 has 4 years of experience. Primary skills include python, spark, communication, leadership, tableau. Education level: high_school.","Role BI Engineer requires at least 2 years experience. Required skills: sql, etl, leadership, aws. Preferred skills: tableau, python, git. Minimum education: master.",python;spark;communication;leadership;tableau,sql;etl;leadership;aws,tableau;python;git,4,2,high_school,master,0
C0215,J007,"Candidate Candidate_215 has 3 years of experience. Primary skills include statistics, git, etl, sql, nlp. Education level: phd.","Role ML Engineer requires at least 8 years experience. Required skills: git, python, leadership, tableau, project management, docker. Preferred skills: etl. Minimum education: bachelor.",statistics;git;etl;sql;nlp,git;python;leadership;tableau;project management;docker,etl,3,8,phd,bachelor,0
C0080,J024,"Candidate Candidate_80 has 0 years of experience. Primary skills include statistics, machine learning, project management, power bi, python, spark, azure, docker, sql. Education level: phd.","Role NLP Engineer requires at least 3 years experience. Required skills: deep learning, spark, power bi. Preferred skills: leadership, nlp, python. Minimum education: master.",statistics;machine learning;project management;power bi;python;spark;azure;docker;sql,deep learning;spark;power bi,leadership;nlp;python,0,3,phd,master,0
C0186,J023,"Candidate Candidate_186 has 6 years of experience. Primary skills include tableau, aws, azure, power bi, leadership, deep learning. Education level: bachelor.","Role Backend Engineer requires at least 4 years experience. Required skills: fastapi, kubernetes, nlp, deep learning, docker. Preferred skills: sql, project management. Minimum education: phd.",tableau;aws;azure;power bi;leadership;deep learning,fastapi;kubernetes;nlp;deep learning;docker,sql;project management,6,4,bachelor,phd,0
C0071,J007,"Candidate Candidate_71 has 5 years of experience. Primary skills include git, fastapi, python, etl, streamlit. Education level: high_school.","Role ML Engineer requires at least 8 years experience. Required skills: git, python, leadership, tableau, project management, docker. Preferred skills: etl. Minimum education: bachelor.",git;fastapi;python;etl;streamlit,git;python;leadership;tableau;project management;docker,etl,5,8,high_school,bachelor,0
C0007,J012,"Candidate Candidate_7 has 7 years of experience. Primary skills include azure, machine learning, sql, docker, tableau, fastapi, spark, deep learning. Education level: high_school.","Role BI Engineer requires at least 7 years experience. Required skills: sql, git, tableau, leadership, project management. Preferred skills: fastapi, python, deep learning. Minimum education: bachelor.",azure;machine learning;sql;docker;tableau;fastapi;spark;deep learning,sql;git;tableau;leadership;project management,fastapi;python;deep learning,7,7,high_school,bachelor,0
C0054,J005,"Candidate Candidate_54 has 5 years of experience. Primary skills include deep learning, tableau, project management, streamlit, spark, aws, azure, statistics, nlp. Education level: bachelor.","Role Data Scientist requires at least 3 years experience. Required skills: machine learning, kubernetes, azure, streamlit, nlp. Preferred skills: tableau, fastapi, project management. Minimum education: phd.",deep learning;tableau;project management;streamlit;spark;aws;azure;statistics;nlp,machine learning;kubernetes;azure;streamlit;nlp,tableau;fastapi;project management,5,3,bachelor,phd,1
C0168,J021,"Candidate Candidate_168 has 8 years of experience. Primary skills include kubernetes, tableau, power bi, deep learning, python. Education level: phd.","Role Data Analyst requires at least 5 years experience. Required skills: tableau, git, azure, leadership. Preferred skills: statistics, fastapi. Minimum education: master.",kubernetes;tableau;power bi;deep learning;python,tableau;git;azure;leadership,statistics;fastapi,8,5,phd,master,0
C0002,J017,"Candidate Candidate_2 has 4 years of experience. Primary skills include spark, sql, python, machine learning, azure, deep learning, kubernetes, tableau. Education level: high_school.","Role ML Engineer requires at least 4 years experience. Required skills: python, statistics, power bi, deep learning, spark, tableau. Preferred skills: leadership, kubernetes. Minimum education: phd.",spark;sql;python;machine learning;azure;deep learning;kubernetes;tableau,python;statistics;power bi;deep learning;spark;tableau,leadership;kubernetes,4,4,high_school,phd,1
C0181,J028,"Candidate Candidate_181 has 5 years of experience. Primary skills include project management, git, aws, statistics, streamlit, communication, nlp. Education level: phd.","Role AI Product Analyst requires at least 7 years experience. Required skills: aws, python, power bi, tableau, azure. Preferred skills: git, etl. Minimum education: phd.",project management;git;aws;statistics;streamlit;communication;nlp,aws;python;power bi;tableau;azure,git;etl,5,7,phd,phd,0
C0011,J017,"Candidate Candidate_11 has 3 years of experience. Primary skills include leadership, etl, communication, nlp, kubernetes. Education level: bachelor.","Role ML Engineer requires at least 4 years experience. Required skills: python, statistics, power bi, deep learning, spark, tableau. Preferred skills: leadership, kubernetes. Minimum education: phd.",leadership;etl;communication;nlp;kubernetes,python;statistics;power bi;deep learning;spark;tableau,leadership;kubernetes,3,4,bachelor,phd,0
C0125,J001,"Candidate Candidate_125 has 5 years of experience. Primary skills include statistics, spark, nlp, docker, streamlit, tableau. Education level: bachelor.","Role AI Product Analyst requires at least 6 years experience. Required skills: project management, docker, deep learning, azure, nlp. Preferred skills: leadership, python. Minimum education: phd.",statistics;spark;nlp;docker;streamlit;tableau,project management;docker;deep learning;azure;nlp,leadership;python,5,6,bachelor,phd,0
C0195,J018,"Candidate Candidate_195 has 4 years of experience. Primary skills include etl, project management, statistics, docker. Education level: phd.","Role Data Scientist requires at least 6 years experience. Required skills: aws, project management, etl, nlp, docker, python. Preferred skills: deep learning, azure, communication. Minimum education: master.",etl;project management;statistics;docker,aws;project management;etl;nlp;docker;python,deep learning;azure;communication,4,6,phd,master,0
C0068,J022,"Candidate Candidate_68 has 6 years of experience. Primary skills include streamlit, python, etl, leadership, git, aws, nlp. Education level: phd.","Role Backend Engineer requires at least 8 years experience. Required skills: etl, statistics, nlp, tableau, sql, fastapi. Preferred skills: machine learning, communication, kubernetes. Minimum education: bachelor.",streamlit;python;etl;leadership;git;aws;nlp,etl;statistics;nlp;tableau;sql;fastapi,machine learning;communication;kubernetes,6,8,phd,bachelor,0
C0044,J025,"Candidate Candidate_44 has 3 years of experience. Primary skills include streamlit, fastapi, nlp, spark, git, python. Education level: master.","Role MLOps Engineer requires at least 1 years experience. Required skills: azure, tableau, power bi, streamlit, sql, communication. Preferred skills: docker. Minimum education: bachelor.",streamlit;fastapi;nlp;spark;git;python,azure;tableau;power bi;streamlit;sql;communication,docker,3,1,master,bachelor,0
C0050,J012,"Candidate Candidate_50 has 0 years of experience. Primary skills include statistics, project management, etl, power bi, python, sql. Education level: master.","Role BI Engineer requires at least 7 years experience. Required skills: sql, git, tableau, leadership, project management. Preferred skills: fastapi, python, deep learning. Minimum education: bachelor.",statistics;project management;etl;power bi;python;sql,sql;git;tableau;leadership;project management,fastapi;python;deep learning,0,7,master,bachelor,0
C0065,J023,"Candidate Candidate_65 has 6 years of experience. Primary skills include docker, kubernetes, communication, machine learning, tableau, deep learning, nlp, aws, etl. Education level: high_school.","Role Backend Engineer requires at least 4 years experience. Required skills: fastapi, kubernetes, nlp, deep learning, docker. Preferred skills: sql, project management. Minimum education: phd.",docker;kubernetes;communication;machine learning;tableau;deep learning;nlp;aws;etl,fastapi;kubernetes;nlp;deep learning;docker,sql;project management,6,4,high_school,phd,1
